_id,ARREST_YEAR,DIVISION,HOOD_158,NEIGHBOURHOOD_158,SEX,AGE_COHORT,AGE_GROUP,CATEGORY,SUBTYPE,ARREST_COUNT
28596,2016,D53,173,North Toronto (173),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,2
28597,2015,D32,38,Lansing-Westgate (38),Male,45 to 54,Adult,Crimes Against Property,Other,1
28598,2019,D55,63,The Beaches (63),Male,<18,Youth,Crimes Against Property,Fraud,1
28599,2019,D23,2,Mount Olive-Silverstone-Jamestown (2),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,4
28600,2022,D31,154,Oakdale-Beverley Heights (154),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,3
28601,2022,D51,73,Moss Park (73),Male,45 to 54,Adult,Other Criminal Code Violations,Other,53
28602,2022,D32,NSA,NSA,Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
28603,2022,D41,126,Dorset Park (126),Female,25 to 34,Adult,Criminal Code Traffic,Drive While Disqualified,1
28604,2019,D33,49,Bayview Woods-Steeles (49),Male,25 to 34,Adult,Other Criminal Code Violations,Other,1
28605,2014,D22,18,New Toronto (18),Female,45 to 54,Adult,Crimes Against the Person,Assaults,2
28606,2022,D13,107,Oakwood Village (107),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,1
28607,2021,D11,83,Dufferin Grove (83),Female,45 to 54,Adult,Crimes Against the Person,Assaults,2
28608,2014,D52,169,Bay-Cloverhill (169),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,1
28609,2021,D42,144,Morningside Heights (144),Female,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
28610,2019,D22,10,Princess-Rosethorn (10),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
28611,2017,D41,126,Dorset Park (126),Male,55 to 64,Adult,Other Criminal Code Violations,Other,3
28612,2017,D55,67,Playter Estates-Danforth (67),Female,25 to 34,Adult,Crimes Against Property,Theft Under $5000,3
28613,2020,D55,61,Taylor-Massey (61),Male,55 to 64,Adult,Crimes Against Property,Other,3
28614,2016,D52,164,Wellington Place (164),Male,35 to 44,Adult,Crimes Against Property,Break and Enter,2
28615,2016,D13,101,Forest Hill South (101),Female,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
28616,2014,D14,79,University (79),Male,55 to 64,Adult,Crimes Against the Person,Assaults,2
28617,2020,D32,50,Newtonbrook East (50),Male,45 to 54,Adult,Crimes Against Property,Fraud,1
28618,2022,D52,170,Yonge-Bay Corridor (170),Male,<18,Youth,Crimes Against Property,Theft Under $5000,7
28619,2015,D55,62,East End-Danforth (62),Male,55 to 64,Adult,Crimes Against the Person,Other,4
28620,2019,NSA,NSA,NSA,Male,35 to 44,Adult,Other Criminal Code Violations,Other,55
28621,2015,D13,102,Forest Hill North (102),Male,35 to 44,Adult,Crimes Against the Person,Other,2
28622,2017,D31,22,Humbermede (22),Male,25 to 34,Adult,Crimes Against Property,Other,6
28623,2016,D41,157,Bendale South (157),Male,35 to 44,Adult,Crimes Against the Person,Other,2
28624,2021,D55,68,North Riverdale (68),Male,45 to 54,Adult,Crimes Against Property,Fraud,1
28625,2018,D32,34,Bathurst Manor (34),Male,18 to 24,Adult,Crimes Against Property,Other,2
28626,2020,D55,58,Old East York (58),Male,25 to 34,Adult,Other Criminal Code Violations,Other,2
28627,2018,D14,81,Trinity-Bellwoods (81),Male,45 to 54,Adult,Crimes Against the Person,Sexual Violations,1
28628,2022,D41,126,Dorset Park (126),Female,55 to 64,Adult,Crimes Against the Person,Other,1
28629,2018,D53,174,South Eglinton-Davisville (174),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,1
28630,2021,D23,1,West Humber-Clairville (1),Male,65+,Adult,Crimes Against the Person,Other,1
28631,2016,D43,136,West Hill (136),Female,<18,Youth,Other Criminal Code Violations,Other,9
28632,2015,D22,159,Etobicoke City Centre (159),Male,55 to 64,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
28633,2016,D33,43,Victoria Village (43),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
28634,2017,D22,160,Mimico-Queensway (160),Female,25 to 34,Adult,Crimes Against the Person,Sexual Violations,1
28635,2018,D43,123,Cliffcrest (123),Male,25 to 34,Adult,Other Criminal Code Violations,Other,13
28636,2022,D53,56,Leaside-Bennington (56),Female,35 to 44,Adult,Crimes Against the Person,Assaults,1
28637,2020,D41,121,Oakridge (121),Female,25 to 34,Adult,Crimes Against the Person,Assaults,7
28638,2017,D52,NSA,NSA,Male,45 to 54,Adult,Other Criminal Code Violations,Other,1
28639,2015,D52,168,Downtown Yonge East (168),Male,35 to 44,Adult,Crimes Against Property,Other,2
28640,2020,D43,134,Highland Creek (134),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,1
28641,2016,D55,68,North Riverdale (68),Female,55 to 64,Adult,Crimes Against Property,Theft Under $5000,2
28642,2019,D31,24,Black Creek (24),Male,18 to 24,Adult,Crimes Against the Person,Assaults,16
28643,2017,D41,120,Clairlea-Birchmount (120),Male,18 to 24,Adult,Crimes Against Property,Fraud,4
28644,2018,D13,94,Wychwood (94),Female,<18,Youth,Crimes Against Property,Break and Enter,1
28645,2018,D41,125,Ionview (125),Male,35 to 44,Adult,Crimes Against Property,Other,4
28646,2022,D55,61,Taylor-Massey (61),Male,45 to 54,Adult,Crimes Against the Person,Other,4
28647,2017,D53,174,South Eglinton-Davisville (174),Female,35 to 44,Adult,Crimes Against the Person,Assaults,2
28648,2016,D32,41,Bridle Path-Sunnybrook-York Mills (41),Male,18 to 24,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
28649,2016,D55,57,Broadview North (57),Male,18 to 24,Adult,Crimes Against Property,Other,5
28650,2014,D43,141,Golfdale-Cedarbrae-Woburn (141),Male,18 to 24,Adult,Crimes Against the Person,Other,11
28651,2019,D55,57,Broadview North (57),Male,<18,Youth,Crimes Against the Person,Robbery,3
28652,2020,D55,70,South Riverdale (70),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
28653,2014,D55,54,O'Connor-Parkview (54),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,1
28654,2021,D41,119,Wexford/Maryvale (119),Male,55 to 64,Adult,Other Criminal Code Violations,Other,3
28655,2015,D22,19,Long Branch (19),Male,<18,Youth,Crimes Against the Person,Robbery,1
28656,2018,D11,90,Junction Area (90),Male,<18,Youth,Crimes Against the Person,Sexual Violations,1
28657,2022,D13,94,Wychwood (94),Male,35 to 44,Adult,Crimes Against the Person,Assaults,6
28658,2017,D32,36,Newtonbrook West (36),Male,55 to 64,Adult,Other Criminal Code Violations,Other,3
28659,2022,D13,107,Oakwood Village (107),Female,18 to 24,Adult,Crimes Against Property,Other,1
28660,2014,D41,119,Wexford/Maryvale (119),Male,45 to 54,Adult,Crimes Against the Person,Assaults,15
28661,2016,D52,79,University (79),Male,55 to 64,Adult,Other Criminal Code Violations,Other,1
28662,2019,D14,95,Annex (95),Female,35 to 44,Adult,Crimes Against Property,Theft Under $5000,1
28663,2015,D11,90,Junction Area (90),Male,18 to 24,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,2
28664,2020,D11,86,Roncesvalles (86),Female,25 to 34,Adult,Controlled Drugs and Substances Act,Other,1
28665,2017,D23,6,Kingsview Village-The Westway (6),Male,18 to 24,Adult,Crimes Against the Person,Assaults,16
28666,2016,D32,32,Englemount-Lawrence (32),Female,<18,Youth,Crimes Against the Person,Assaults,1
28667,2019,D22,18,New Toronto (18),Female,<18,Youth,Crimes Against the Person,Assaults,1
28668,2017,D11,86,Roncesvalles (86),Male,18 to 24,Adult,Crimes Against the Person,Other,3
28669,2021,D53,98,Rosedale-Moore Park (98),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9
28670,2015,D55,66,Danforth (66),Unknown,18 to 24,Adult,Crimes Against the Person,Assaults,1
28671,2016,D33,NSA,NSA,Male,<18,Youth,Crimes Against Property,Theft Under $5000,1
28672,2021,D23,4,Rexdale-Kipling (4),Male,18 to 24,Adult,Crimes Against the Person,Firearm-Related,2
28673,2019,D13,106,Humewood-Cedarvale (106),Male,18 to 24,Adult,Crimes Against Property,Other,4
28674,2020,D13,102,Forest Hill North (102),Male,45 to 54,Adult,Other Criminal Code Violations,Other,5
28675,2020,D31,154,Oakdale-Beverley Heights (154),Male,55 to 64,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
28676,2015,D13,109,Caledonia-Fairbank (109),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
28677,2021,D12,29,Maple Leaf (29),Female,18 to 24,Adult,Crimes Against Property,Other,1
28678,2022,D32,33,Clanton Park (33),Male,25 to 34,Adult,Crimes Against the Person,Sexual Violations,1
28679,2015,D32,31,Yorkdale-Glen Park (31),Male,25 to 34,Adult,Crimes Against the Person,Assaults,5
28680,2022,D33,40,St.Andrew-Windfields (40),Male,25 to 34,Adult,Crimes Against the Person,Assaults,6
28681,2021,D43,157,Bendale South (157),Male,<18,Youth,Crimes Against the Person,Robbery,1
28682,2021,D32,37,Willowdale West (37),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,2
28683,2015,D33,48,Hillcrest Village (48),Female,25 to 34,Adult,Other Criminal Code Violations,Other,1
28684,2022,D13,109,Caledonia-Fairbank (109),Male,18 to 24,Adult,Crimes Against the Person,Robbery,1
28685,2015,D12,110,Keelesdale-Eglinton West (110),Male,25 to 34,Adult,Crimes Against the Person,Other,5
28686,2015,D43,138,Eglinton East (138),Male,<18,Youth,Crimes Against the Person,Sexual Violations,3
28687,2015,D42,130,Milliken (130),Male,35 to 44,Adult,Crimes Against Property,Other,3
28688,2016,D11,86,Roncesvalles (86),Male,45 to 54,Adult,Criminal Code Traffic,Refuse Sample,1
28689,2021,D42,130,Milliken (130),Female,35 to 44,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
28690,2022,D55,54,O'Connor-Parkview (54),Male,35 to 44,Adult,Crimes Against the Person,Other,7
28691,2022,D23,3,Thistletown-Beaumond Heights (3),Male,18 to 24,Adult,Crimes Against the Person,Robbery,1
28692,2017,D13,94,Wychwood (94),Male,18 to 24,Adult,Crimes Against Property,Break and Enter,2
28693,2017,D33,149,Parkwoods-O'Connor Hills (149),Female,25 to 34,Adult,Crimes Against Property,Other,1
28694,2018,D52,164,Wellington Place (164),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,8
28695,2021,D13,108,Briar Hill-Belgravia (108),Male,35 to 44,Adult,Other Criminal Code Violations,Other,20
28696,2018,D53,174,South Eglinton-Davisville (174),Male,18 to 24,Adult,Crimes Against Property,Other,1
28697,2022,D52,164,Wellington Place (164),Female,18 to 24,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2
28698,2020,D32,33,Clanton Park (33),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,3
28699,2015,D42,130,Milliken (130),Male,18 to 24,Adult,Other Criminal Code Violations,Other,7
28700,2015,D51,166,St Lawrence-East Bayfront-The Islands (166),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,17
28701,2017,D55,66,Danforth (66),Male,65+,Adult,Crimes Against the Person,Other,1
28702,2021,D32,40,St.Andrew-Windfields (40),Female,25 to 34,Adult,Other Criminal Code Violations,Other,1
28703,2019,D33,42,Banbury-Don Mills (42),Female,18 to 24,Adult,Crimes Against Property,Other,1
28704,2015,D52,167,Church-Wellesley (167),Male,35 to 44,Adult,Crimes Against the Person,Assaults,1
28705,2017,D33,48,Hillcrest Village (48),Male,25 to 34,Adult,Crimes Against the Person,Firearm-Related,1
28706,2018,D32,34,Bathurst Manor (34),Male,55 to 64,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
28707,2021,D41,119,Wexford/Maryvale (119),Male,25 to 34,Adult,Crimes Against Property,Break and Enter,3
28708,2019,D41,156,Bendale-Glen Andrew (156),Female,45 to 54,Adult,Crimes Against the Person,Other,1
28709,2014,D55,NSA,NSA,Male,25 to 34,Adult,Criminal Code Traffic,Refuse Sample,1
28710,2015,D13,171,Junction-Wallace Emerson (171),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,5
28711,2022,D12,112,Beechborough-Greenbrook (112),Male,18 to 24,Adult,Crimes Against the Person,Other,2
28712,2019,D22,159,Etobicoke City Centre (159),Male,45 to 54,Adult,Crimes Against the Person,Assaults,6
28713,2014,D42,144,Morningside Heights (144),Male,<18,Youth,Crimes Against the Person,Other,1
28714,2022,D23,7,Willowridge-Martingrove-Richview (7),Male,<18,Youth,Crimes Against Property,Other,3
28715,2014,D12,110,Keelesdale-Eglinton West (110),Female,35 to 44,Adult,Crimes Against the Person,Assaults,3
28716,2017,D55,61,Taylor-Massey (61),Male,35 to 44,Adult,Crimes Against Property,Other,4
28717,2017,D55,54,O'Connor-Parkview (54),Male,65+,Adult,Other Criminal Code Violations,Other,2
28718,2015,D32,31,Yorkdale-Glen Park (31),Female,45 to 54,Adult,Crimes Against Property,Fraud,1
28719,2016,D32,52,Bayview Village (52),Male,25 to 34,Adult,Crimes Against Property,Other,1
28720,2015,D33,52,Bayview Village (52),Male,45 to 54,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,2
28721,2014,D33,NSA,NSA,Male,25 to 34,Adult,Crimes Against the Person,Assaults,1
28722,2014,D32,33,Clanton Park (33),Female,18 to 24,Adult,Crimes Against Property,Break and Enter,1
28723,2022,D55,44,Flemingdon Park (44),Male,55 to 64,Adult,Crimes Against the Person,Other,2
28724,2018,D11,114,Lambton Baby Point (114),Male,18 to 24,Adult,Crimes Against the Person,Other,4
28725,2014,D53,98,Rosedale-Moore Park (98),Female,55 to 64,Adult,Crimes Against the Person,Other,1
28726,2014,D32,33,Clanton Park (33),Male,18 to 24,Adult,Crimes Against Property,Other,3
28727,2014,D43,135,Morningside (135),Male,<18,Youth,Crimes Against the Person,Robbery,3
28728,2021,D22,19,Long Branch (19),Male,35 to 44,Adult,Crimes Against the Person,Other,2
28729,2022,D33,48,Hillcrest Village (48),Male,25 to 34,Adult,Crimes Against Property,Theft Under $5000,1
28730,2022,D42,128,Agincourt South-Malvern West (128),Male,45 to 54,Adult,Crimes Against Property,Other,3
28731,2018,D22,18,New Toronto (18),Female,<18,Youth,Other Criminal Code Violations,Other,1
28732,2022,D41,121,Oakridge (121),Male,18 to 24,Adult,Crimes Against the Person,Other,5
28733,2018,D13,94,Wychwood (94),Male,35 to 44,Adult,Crimes Against Property,Theft Under $5000,3
28734,2022,D52,78,Kensington-Chinatown (78),Male,18 to 24,Adult,Crimes Against the Person,Sexual Violations,1
28735,2017,D12,113,Weston (113),Male,<18,Youth,Crimes Against the Person,Firearm-Related,1
28736,2022,D33,49,Bayview Woods-Steeles (49),Male,25 to 34,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
28737,2016,D51,73,Moss Park (73),Female,35 to 44,Adult,Crimes Against the Person,Assaults,8
28738,2015,D32,35,Westminster-Branson (35),Male,25 to 34,Adult,Crimes Against the Person,Assaults,5
28739,2019,D11,90,Junction Area (90),Male,18 to 24,Adult,Crimes Against Property,Other,2
28740,2017,D32,38,Lansing-Westgate (38),Male,45 to 54,Adult,Other Criminal Code Violations,Other,1
28741,2018,D14,80,Palmerston-Little Italy (80),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,1
28742,2019,D55,67,Playter Estates-Danforth (67),Male,25 to 34,Adult,Crimes Against Property,Other,4
28743,2015,D55,62,East End-Danforth (62),Male,35 to 44,Adult,Crimes Against the Person,Assaults,8
28744,2014,D32,35,Westminster-Branson (35),Female,18 to 24,Adult,Crimes Against the Person,Robbery,1
28745,2018,D12,111,Rockcliffe-Smythe (111),Male,25 to 34,Adult,Other Criminal Code Violations,Other,11
28746,2017,D53,95,Annex (95),Male,35 to 44,Adult,Crimes Against the Person,Sexual Violations,1
28747,2021,D22,158,Islington (158),Female,35 to 44,Adult,Crimes Against Property,Fraud,2
28748,2016,D32,153,Avondale (153),Male,<18,Youth,Crimes Against Property,Other,1
28749,2017,D55,66,Danforth (66),Male,55 to 64,Adult,Other Criminal Code Violations,Other,2
28750,2021,D12,28,Rustic (28),Female,25 to 34,Adult,Crimes Against the Person,Other,1
28751,2017,D11,89,Runnymede-Bloor West Village (89),Female,18 to 24,Adult,Other Criminal Code Violations,Other,1
28752,2022,D51,NSA,NSA,Male,25 to 34,Adult,Crimes Against Property,Break and Enter,1
28753,2018,D23,NSA,NSA,Female,45 to 54,Adult,Criminal Code Traffic,Dangerous Driving,1
28754,2015,D11,91,Weston-Pelham Park (91),Male,<18,Youth,Crimes Against Property,Other,1
28755,2016,D42,129,Agincourt North (129),Female,25 to 34,Adult,Crimes Against Property,Other,3
28756,2019,D52,170,Yonge-Bay Corridor (170),Male,35 to 44,Adult,Controlled Drugs and Substances Act,Other,7
28757,2019,D32,37,Willowdale West (37),Male,25 to 34,Adult,Crimes Against Property,Other,8
28758,2019,D13,92,Corso Italia-Davenport (92),Male,25 to 34,Adult,Crimes Against the Person,Assaults,7
28759,2017,D55,65,Greenwood-Coxwell (65),Male,18 to 24,Adult,Crimes Against the Person,Assaults,3
28760,2021,D43,138,Eglinton East (138),Male,55 to 64,Adult,Crimes Against Property,Break and Enter,1
28761,2021,D11,171,Junction-Wallace Emerson (171),Male,25 to 34,Adult,Other Criminal Code Violations,Other,18
28762,2015,D14,162,West Queen West (162),Female,45 to 54,Adult,Crimes Against Property,Theft Under $5000,3
28763,2017,D55,62,East End-Danforth (62),Female,35 to 44,Adult,Crimes Against the Person,Robbery,1
28764,2019,D52,165,Harbourfront-CityPlace (165),Male,45 to 54,Adult,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1
28765,2018,D43,157,Bendale South (157),Female,<18,Youth,Crimes Against Property,Break and Enter,1
28766,2018,D42,146,Malvern East (146),Male,25 to 34,Adult,Crimes Against Property,Theft Over $5000,1
28767,2021,D42,147,L'Amoreaux West (147),Female,35 to 44,Adult,Crimes Against the Person,Assaults,2
28768,2017,D52,164,Wellington Place (164),Male,<18,Youth,Controlled Drugs and Substances Act,Other,2
28769,2015,D22,19,Long Branch (19),Male,25 to 34,Adult,Other Criminal Code Violations,Other,6
28770,2019,D32,32,Englemount-Lawrence (32),Female,18 to 24,Adult,Crimes Against Property,Theft Under $5000,2
28771,2017,D22,18,New Toronto (18),Male,55 to 64,Adult,Crimes Against the Person,Other,2
28772,2022,D51,167,Church-Wellesley (167),Male,18 to 24,Adult,Other Criminal Code Violations,Firearm-Related,1
28773,2017,D11,84,Little Portugal (84),Male,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
28774,2016,D23,6,Kingsview Village-The Westway (6),Male,18 to 24,Adult,Crimes Against Property,Theft Under $5000,2
28775,2020,D43,141,Golfdale-Cedarbrae-Woburn (141),Male,25 to 34,Adult,Criminal Code Traffic,Drive While Impaired / Over 80,1
28776,2022,D52,78,Kensington-Chinatown (78),Female,55 to 64,Adult,Other Criminal Code Violations,Other,1
28777,2022,D41,126,Dorset Park (126),Male,18 to 24,Adult,Controlled Drugs and Substances Act,Other,2
28778,2020,D55,61,Taylor-Massey (61),Female,45 to 54,Adult,Other Criminal Code Violations,Other,1
